0,566
0.5,2454
1,2576
1.5,2284
2,2936
2.5,2828
3,2652
3.5,2640
4,2592
4.5,3082
5,2676
5.5,3058
6,2378
6.5,2992
7,2766
7.5,2630
8,2896
8.5,1640
9,2288
9.5,2064
10,1962
10.5,1848
11,1848
11.5,1878
12,1642
12.5,1390
13,1542
13.5,1008
14,812
14.5,1014
15,1186
15.5,850
16,1588
16.5,1068
17,970
17.5,1024
18,1118
18.5,798
19,1094
19.5,846
20,1134
20.5,650
21,866
21.5,366
22,640
22.5,658
23,934
23.5,386
24,448
24.5,386
25,460
25.5,692
26,490
26.5,742
27,398
27.5,448
28,278
28.5,364
29,408
29.5,544
30,218
30.5,262
31,488
31.5,444
32,364
32.5,494
33,226
33.5,340
34,334
34.5,148
35,248
35.5,110
36,296
36.5,432
37,220
37.5,104
38,322
38.5,118
39,94
39.5,360
40,24
40.5,228
41,166
41.5,188
42,122
42.5,100
43,106
43.5,142
44,176
44.5,178
45,104
45.5,120
46,132
46.5,138
47,60
47.5,152
48,218
48.5,104
49,154
49.5,88
50,226
50.5,106
51,150
51.5,124
52,62
52.5,156
53,38
53.5,128
54,90
54.5,0
55,102
55.5,108
56,124
56.5,56
57,60
57.5,20
58,102
58.5,48
59,38
59.5,94
60,56
60.5,32
61,16
61.5,66
62,28
62.5,26
63,100
63.5,52
64,44
64.5,72
65,60
65.5,34
66,6
66.5,116
67,104
67.5,62
68,30
68.5,36
69,90
69.5,72
70,62
70.5,16
71,36
71.5,36
72,4
72.5,6
73,58
73.5,72
74,54
74.5,68
75,28
75.5,10
76,96
76.5,66
77,68
77.5,62
78,68
78.5,38
79,64
79.5,30
80,128
80.5,34
81,26
81.5,88
82,46
82.5,28
83,54
83.5,82
84,48
84.5,40
85,58
85.5,26
86,26
86.5,26
87,0
87.5,42
88,36
88.5,36
89,28
89.5,34
90,35
90.5,36
91,50
91.5,4
92,52
92.5,72
93,38
93.5,0
94,64
94.5,34
95,74
95.5,24
96,106
96.5,44
97,38
97.5,56
98,106
98.5,30
99,104
99.5,58
100,4
100.5,40
101,48
101.5,42
102,12
102.5,8
103,122
103.5,0
104,14
104.5,28
105,102
105.5,190
106,78
106.5,28
107,28
107.5,64
108,72
108.5,72
109,38
109.5,14
110,74
110.5,0
111,86
111.5,52
112,0
112.5,82
113,58
113.5,44
114,54
114.5,52
115,88
115.5,46
116,42
116.5,46
117,80
117.5,0
118,0
118.5,46
119,36
119.5,70
120,52
120.5,60
121,64
121.5,86
122,34
122.5,72
123,24
123.5,46
124,20
124.5,112
125,56
125.5,64
126,66
126.5,68
127,116
127.5,44
128,142
128.5,36
129,60
129.5,70
130,34
130.5,42
131,74
131.5,128
132,106
132.5,48
133,148
133.5,62
134,60
134.5,102
135,40
135.5,44
136,40
136.5,92
137,50
137.5,50
138,124
138.5,0
139,158
139.5,30
140,144
140.5,102
141,80
141.5,50
142,174
142.5,168
143,202
143.5,122
144,84
144.5,202
145,62
145.5,338
146,64
146.5,254
147,72
147.5,420
148,148
148.5,172
149,178
149.5,238
150,76
150.5,116
151,186
151.5,394
152,188
152.5,218
153,172
153.5,438
154,340
154.5,170
155,330
155.5,190
156,222
156.5,184
157,308
157.5,288
158,352
158.5,358
159,180
159.5,182
160,442
160.5,548
161,354
161.5,380
162,572
162.5,378
163,814
163.5,300
164,466
164.5,426
165,480
165.5,462
166,724
166.5,928
167,500
167.5,928
168,466
168.5,456
169,978
169.5,554
170,842
170.5,644
171,936
171.5,1044
172,926
172.5,972
173,812
173.5,1294
174,876
174.5,796
175,1490
175.5,778
176,1706
176.5,1534
177,1848
177.5,1398
178,2212
178.5,1966
179,1952
179.5,2216
