0,1100
1,2401
2,1739
3,1520
4,1396
5,922
6,1023
7,973
8,760
9,605
10,443
11,466
12,418
13,334
14,372
15,244
16,283
17,146
18,280
19,209
20,111
21,195
22,197
23,64
24,139
25,50
26,42
27,53
28,56
29,86
30,80
31,55
32,20
33,54
34,43
35,22
36,23
37,15
38,39
39,30
40,20
41,0
42,17
43,13
44,14
45,21
46,0
47,32
48,14
49,5
50,15
51,12
52,6
53,1
54,9
55,14
56,14
57,6
58,12
59,4
60,6
61,12
62,6
63,10
64,7
65,0
66,7
67,18
68,0
69,6
70,1
71,21
72,4
73,12
74,16
75,4
76,8
77,14
78,2
79,8
80,2
81,8
82,0
83,4
84,9
85,0
86,6
87,5
88,10
89,9
90,1
91,4
92,6
93,6
94,3
95,2
96,5
97,6
98,25
99,21
100,19
101,20
102,6
103,21
104,6
105,10
106,0
107,16
108,13
109,2
110,11
111,7
112,9
113,6
114,5
115,15
116,14
117,10
118,9
119,6
120,11
121,10
122,10
123,13
124,19
125,11
126,17
127,7
128,15
129,20
130,36
131,42
132,28
133,17
134,12
135,5
136,52
137,11
138,26
139,44
140,23
141,33
142,8
143,20
144,26
145,16
146,62
147,52
148,53
149,57
150,47
151,91
152,59
153,88
154,131
155,87
156,77
157,180
158,125
159,125
160,130
161,129
162,288
163,182
164,304
165,307
166,360
167,437
168,377
169,565
170,693
171,737
172,724
173,847
174,1199
175,1619
176,1771
177,1939
178,1639
179,2174
