255.994,29.9967
254.545,30.1414
227.607,30.1837
413.353,152.009
215.081,30.0442
239.426,30.1879
247.487,30.2897
247.833,30.2897
234.796,30.1013
233.386,30.2385
248.091,30.0897
239.268,30.1013
219.046,29.8422
230.705,30.1484
276.147,30.078
336.88,29.9136
197.091,29.817
263.211,30.1474
156.78,30.1515
197.59,30.0686
207.171,30.5899
206.959,30.3547
236.535,29.9251
181.342,30.1414
187.011,29.7837
206.848,29.9816
219.92,30.2374
90.9175,29.6667
311.328,29.859
167.705,30.0049
193.166,30.0824
186.797,29.859
205.806,29.9911
174.771,30.2328
175.636,30.0686
123.167,29.6872
179.739,30.4171
209.755,30.3547
168.573,29.9927
153.681,30.0686
165.342,30.1317
155.416,29.6992
172.038,29.8271
105.688,30.6
184.765,29.8989
139.086,29.5388
128.763,29.8521
165.919,29.6591
125.399,29.6315
139.943,29.9419
132.136,29.7449
128.55,30.2564
129.495,29.9084
96.1353,29.5923
168.502,30.1601
85.9593,30.1601
116.469,30.2917
116.966,29.7449
115.603,29.8669
101.213,29.6045
102.577,29.8142
65,30.0686
93.8136,29.7449
123.794,29.9816
63.1348,29.7449
112.004,29.8091
88.3233,30.63
77.8974,29.8355
73.5731,30.0333
79.2591,29.4759
69.4622,29.9536
68.6003,29.9536
61.4003,30.3236
54.2033,29.876
54.2033,29.876
41.6773,30.2564
55.5698,30.2564
32.249,29.7449
34.4819,30.3791
29.1548,29.9816
29.5296,29.9816
19.7231,30.4655
19.7231,30.4655
16.1245,31.6075
10.8167,29.0546
8.94427,32.0054
5.83095,26.5651
6.7082,30.9638
